timestamp,PG1,PG2,PG3,QG1,QG2,QG3,Vmag1,Vmag2,Vmag3,Vmag4,Vmag5,Vmag6,Vmag7,Vmag8,Vmag9,Vangle1,Vangle2,Vangle3,Vangle4,Vangle5,Vangle6,Vangle7,Vangle8,Vangle9
0.0240,0.7164,1.6300,0.8500,0.3034,0.3700,0.0181,1.0400,1.0250,1.0250,1.0258,0.9956,1.0127,1.0258,1.0159,1.0324,0.0000,0.1620,0.0814,-0.0387,-0.0696,-0.0644,0.0649,0.0127,0.0343
0.0250,0.7164,1.6300,0.8500,0.3034,0.3700,0.0181,1.0400,1.0250,1.0250,1.0258,0.9956,1.0127,1.0258,1.0159,1.0324,0.0000,0.1620,0.0814,-0.0387,-0.0696,-0.0644,0.0649,0.0127,0.0343
0.0260,0.7164,1.6300,0.8500,0.3034,0.3700,0.0181,1.0400,1.0250,1.0250,1.0258,0.9956,1.0127,1.0258,1.0159,1.0324,0.0000,0.1620,0.0814,-0.0387,-0.0696,-0.0644,0.0649,0.0127,0.0343
0.0270,0.7164,1.6300,0.8500,0.3034,0.3700,0.0181,1.0400,1.0250,1.0250,1.0258,0.9956,1.0127,1.0258,1.0159,1.0324,0.0000,0.1620,0.0814,-0.0387,-0.0696,-0.0644,0.0649,0.0127,0.0343
0.0280,0.7164,1.6300,0.8500,0.3034,0.3700,0.0181,1.0400,1.0250,1.0250,1.0258,0.9956,1.0127,1.0258,1.0159,1.0324,0.0000,0.1620,0.0814,-0.0387,-0.0696,-0.0644,0.0649,0.0127,0.0343
0.0290,0.7164,1.6300,0.8500,0.3034,0.3700,0.0181,1.0400,1.0250,1.0250,1.0258,0.9956,1.0127,1.0258,1.0159,1.0324,0.0000,0.1620,0.0814,-0.0387,-0.0696,-0.0644,0.0649,0.0127,0.0343
0.0300,0.7164,1.6300,0.8500,0.3034,0.3700,0.0181,1.0400,1.0250,1.0250,1.0258,0.9956,1.0127,1.0258,1.0159,1.0324,0.0000,0.1620,0.0814,-0.0387,-0.0696,-0.0644,0.0649,0.0127,0.0343
0.0310,0.7164,1.6300,0.8500,0.3034,0.3700,0.0181,1.0400,1.0250,1.0250,1.0258,0.9956,1.0127,1.0258,1.0159,1.0324,0.0000,0.1620,0.0814,-0.0387,-0.0696,-0.0644,0.0649,0.0127,0.0343
0.0320,0.7164,1.6300,0.8500,0.3034,0.3700,0.0181,1.0400,1.0250,1.0250,1.0258,0.9956,1.0127,1.0258,1.0159,1.0324,0.0000,0.1620,0.0814,-0.0387,-0.0696,-0.0644,0.0649,0.0127,0.0343
0.0330,0.7164,1.6300,0.8500,0.3034,0.3700,0.0181,1.0400,1.0250,1.0250,1.0258,0.9956,1.0127,1.0258,1.0159,1.0324,0.0000,0.1620,0.0814,-0.0387,-0.0696,-0.0644,0.0649,0.0127,0.0343
0.0340,0.7164,1.6300,0.8500,0.3034,0.3700,0.0181,1.0400,1.0250,1.0250,1.0258,0.9956,1.0127,1.0258,1.0159,1.0324,0.0000,0.1620,0.0814,-0.0387,-0.0696,-0.0644,0.0649,0.0127,0.0343
0.0350,0.7164,1.6300,0.8500,0.3034,0.3700,0.0181,1.0400,1.0250,1.0250,1.0258,0.9956,1.0127,1.0258,1.0159,1.0324,0.0000,0.1620,0.0814,-0.0387,-0.0696,-0.0644,0.0649,0.0127,0.0343
0.0360,0.7164,1.6300,0.8500,0.3034,0.3700,0.0181,1.0400,1.0250,1.0250,1.0258,0.9956,1.0127,1.0258,1.0159,1.0324,0.0000,0.1620,0.0814,-0.0387,-0.0696,-0.0644,0.0649,0.0127,0.0343
0.0370,0.7164,1.6300,0.8500,0.3034,0.3700,0.0181,1.0400,1.0250,1.0250,1.0258,0.9956,1.0127,1.0258,1.0159,1.0324,0.0000,0.1620,0.0814,-0.0387,-0.0696,-0.0644,0.0649,0.0127,0.0343
0.0380,0.7164,1.6300,0.8500,0.3034,0.3700,0.0181,1.0400,1.0250,1.0250,1.0258,0.9956,1.0127,1.0258,1.0159,1.0324,0.0000,0.1620,0.0814,-0.0387,-0.0696,-0.0644,0.0649,0.0127,0.0343
0.0390,0.7164,1.6300,0.8500,0.3034,0.3700,0.0181,1.0400,1.0250,1.0250,1.0258,0.9956,1.0127,1.0258,1.0159,1.0324,0.0000,0.1620,0.0814,-0.0387,-0.0696,-0.0644,0.0649,0.0127,0.0343
0.0400,0.7164,1.6300,0.8500,0.3034,0.3700,0.0181,1.0400,1.0250,1.0250,1.0258,0.9956,1.0127,1.0258,1.0159,1.0324,0.0000,0.1620,0.0814,-0.0387,-0.0696,-0.0644,0.0649,0.0127,0.0343
0.0410,0.7164,1.6300,0.8500,0.3034,0.3700,0.0181,1.0400,1.0250,1.0250,1.0258,0.9956,1.0127,1.0258,1.0159,1.0324,0.0000,0.1620,0.0814,-0.0387,-0.0696,-0.0644,0.0649,0.0127,0.0343
0.0420,0.7164,1.6300,0.8500,0.3034,0.3700,0.0181,1.0400,1.0250,1.0250,1.0258,0.9956,1.0127,1.0258,1.0159,1.0324,0.0000,0.1620,0.0814,-0.0387,-0.0696,-0.0644,0.0649,0.0127,0.0343
0.0430,0.7164,1.6300,0.8500,0.3034,0.3700,0.0181,1.0400,1.0250,1.0250,1.0258,0.9956,1.0127,1.0258,1.0159,1.0324,0.0000,0.1620,0.0814,-0.0387,-0.0696,-0.0644,0.0649,0.0127,0.0343
0.0440,0.7164,1.6300,0.8500,0.3034,0.3700,0.0181,1.0400,1.0250,1.0250,1.0258,0.9956,1.0127,1.0258,1.0159,1.0324,0.0000,0.1620,0.0814,-0.0387,-0.0696,-0.0644,0.0649,0.0127,0.0343
0.0450,0.7164,1.6300,0.8500,0.3034,0.3700,0.0181,1.0400,1.0250,1.0250,1.0258,0.9956,1.0127,1.0258,1.0159,1.0324,0.0000,0.1620,0.0814,-0.0387,-0.0696,-0.0644,0.0649,0.0127,0.0343
0.0460,0.7164,1.6300,0.8500,0.3034,0.3700,0.0181,1.0400,1.0250,1.0250,1.0258,0.9956,1.0127,1.0258,1.0159,1.0324,0.0000,0.1620,0.0814,-0.0387,-0.0696,-0.0644,0.0649,0.0127,0.0343
0.0470,0.7164,1.6300,0.8500,0.3034,0.3700,0.0181,1.0400,1.0250,1.0250,1.0258,0.9956,1.0127,1.0258,1.0159,1.0324,0.0000,0.1620,0.0814,-0.0387,-0.0696,-0.0644,0.0649,0.0127,0.0343
0.0480,0.7164,1.6300,0.8500,0.3034,0.3700,0.0181,1.0400,1.0250,1.0250,1.0258,0.9956,1.0127,1.0258,1.0159,1.0324,0.0000,0.1620,0.0814,-0.0387,-0.0696,-0.0644,0.0649,0.0127,0.0343
0.0490,0.7164,1.6300,0.8500,0.3034,0.3700,0.0181,1.0400,1.0250,1.0250,1.0258,0.9956,1.0127,1.0258,1.0159,1.0324,0.0000,0.1620,0.0814,-0.0387,-0.0696,-0.0644,0.0649,0.0127,0.0343
0.0500,0.7164,1.6300,0.8500,0.3034,0.3700,0.0181,1.0400,1.0250,1.0250,1.0258,0.9956,1.0127,1.0258,1.0159,1.0324,0.0000,0.1620,0.0814,-0.0387,-0.0696,-0.0644,0.0649,0.0127,0.0343
0.0510,0.7164,1.6300,0.8500,0.3034,0.3700,0.0181,1.0400,1.0250,1.0250,1.0258,0.9956,1.0127,1.0258,1.0159,1.0324,0.0000,0.1620,0.0814,-0.0387,-0.0696,-0.0644,0.0649,0.0127,0.0343
0.0520,0.7164,1.6300,0.8500,0.3034,0.3700,0.0181,1.0400,1.0250,1.0250,1.0258,0.9956,1.0127,1.0258,1.0159,1.0324,0.0000,0.1620,0.0814,-0.0387,-0.0696,-0.0644,0.0649,0.0127,0.0343
0.0530,0.7164,1.6300,0.8500,0.3034,0.3700,0.0181,1.0400,1.0250,1.0250,1.0258,0.9956,1.0127,1.0258,1.0159,1.0324,0.0000,0.1620,0.0814,-0.0387,-0.0696,-0.0644,0.0649,0.0127,0.0343
0.0540,0.7164,1.6300,0.8500,0.3034,0.3700,0.0181,1.0400,1.0250,1.0250,1.0258,0.9956,1.0127,1.0258,1.0159,1.0324,0.0000,0.1620,0.0814,-0.0387,-0.0696,-0.0644,0.0649,0.0127,0.0343
0.0550,0.7164,1.6300,0.8500,0.3034,0.3700,0.0181,1.0400,1.0250,1.0250,1.0258,0.9956,1.0127,1.0258,1.0159,1.0324,0.0000,0.1620,0.0814,-0.0387,-0.0696,-0.0644,0.0649,0.0127,0.0343
0.0560,0.7164,1.6300,0.8500,0.3034,0.3700,0.0181,1.0400,1.0250,1.0250,1.0258,0.9956,1.0127,1.0258,1.0159,1.0324,0.0000,0.1620,0.0814,-0.0387,-0.0696,-0.0644,0.0649,0.0127,0.0343
0.0570,0.7164,1.6300,0.8500,0.3034,0.3700,0.0181,1.0400,1.0250,1.0250,1.0258,0.9956,1.0127,1.0258,1.0159,1.0324,0.0000,0.1620,0.0814,-0.0387,-0.0696,-0.0644,0.0649,0.0127,0.0343
0.0580,0.7164,1.6300,0.8500,0.3034,0.3700,0.0181,1.0400,1.0250,1.0250,1.0258,0.9956,1.0127,1.0258,1.0159,1.0324,0.0000,0.1620,0.0814,-0.0387,-0.0696,-0.0644,0.0649,0.0127,0.0343
0.0590,0.7164,1.6300,0.8500,0.3034,0.3700,0.0181,1.0400,1.0250,1.0250,1.0258,0.9956,1.0127,1.0258,1.0159,1.0324,0.0000,0.1620,0.0814,-0.0387,-0.0696,-0.0644,0.0649,0.0127,0.0343
0.0600,0.6241,0.4299,0.2776,2.9988,3.9703,2.6595,0.8848,0.5993,0.5451,0.7240,0.5830,0.5995,0.3686,0.3951,0.0000,-0.0010,0.2625,0.1389,-0.0571,-0.0928,-0.0865,0.1406,0.0633,0.0000
0.0610,0.6241,0.4299,0.2776,2.9988,3.9703,2.6595,0.8848,0.5993,0.5451,0.7240,0.5830,0.5995,0.3686,0.3951,0.0000,-0.0009,0.2625,0.1389,-0.0571,-0.0928,-0.0865,0.1406,0.0633,0.0000
0.0620,0.6240,0.4300,0.2777,2.9989,3.9703,2.6595,0.8848,0.5993,0.5451,0.7240,0.5830,0.5995,0.3686,0.3951,0.0000,-0.0009,0.2626,0.1390,-0.0571,-0.0928,-0.0864,0.1407,0.0634,0.0000
0.0630,0.6238,0.4300,0.2777,2.9989,3.9703,2.6595,0.8848,0.5993,0.5451,0.7240,0.5830,0.5995,0.3686,0.3951,0.0000,-0.0009,0.2627,0.1391,-0.0570,-0.0928,-0.0864,0.1408,0.0635,0.0000
0.0640,0.6237,0.4301,0.2778,2.9989,3.9704,2.6595,0.8848,0.5993,0.5451,0.7240,0.5830,0.5995,0.3686,0.3951,0.0000,-0.0009,0.2629,0.1393,-0.0570,-0.0927,-0.0863,0.1409,0.0636,0.0000
0.0650,0.6235,0.4302,0.2779,2.9989,3.9704,2.6596,0.8848,0.5993,0.5451,0.7240,0.5830,0.5995,0.3686,0.3951,0.0000,-0.0009,0.2630,0.1394,-0.0570,-0.0927,-0.0863,0.1410,0.0637,0.0000
0.0660,0.6232,0.4303,0.2780,2.9990,3.9705,2.6596,0.8848,0.5993,0.5451,0.7240,0.5830,0.5995,0.3686,0.3951,0.0000,-0.0009,0.2632,0.1396,-0.0569,-0.0926,-0.0862,0.1412,0.0639,0.0000
0.0670,0.6229,0.4305,0.2782,2.9990,3.9706,2.6596,0.8848,0.5993,0.5451,0.7240,0.5830,0.5995,0.3686,0.3951,0.0000,-0.0008,0.2635,0.1398,-0.0569,-0.0925,-0.0861,0.1414,0.0641,0.0000
0.0680,0.6226,0.4306,0.2783,2.9990,3.9706,2.6597,0.8848,0.5993,0.5451,0.7240,0.5830,0.5995,0.3686,0.3950,0.0000,-0.0008,0.2638,0.1401,-0.0568,-0.0924,-0.0860,0.1416,0.0643,0.0000
0.0690,0.6222,0.4308,0.2785,2.9991,3.9707,2.6597,0.8848,0.5993,0.5451,0.7240,0.5829,0.5995,0.3686,0.3950,0.0000,-0.0008,0.2641,0.1404,-0.0568,-0.0923,-0.0859,0.1419,0.0645,0.0000
0.0700,0.6218,0.4310,0.2787,2.9991,3.9708,2.6598,0.8848,0.5993,0.5451,0.7239,0.5829,0.5995,0.3686,0.3950,0.0000,-0.0008,0.2644,0.1407,-0.0567,-0.0922,-0.0858,0.1421,0.0648,0.0000
0.0710,0.6214,0.4312,0.2789,2.9992,3.9709,2.6599,0.8848,0.5992,0.5451,0.7239,0.5829,0.5995,0.3686,0.3950,0.0000,-0.0007,0.2647,0.1410,-0.0566,-0.0921,-0.0857,0.1424,0.0650,0.0000
0.0720,0.6209,0.4314,0.2791,2.9992,3.9710,2.6599,0.8848,0.5992,0.5450,0.7239,0.5829,0.5994,0.3686,0.3950,0.0000,-0.0007,0.2651,0.1414,-0.0565,-0.0920,-0.0856,0.1428,0.0654,0.0000
0.0730,0.6204,0.4317,0.2794,2.9993,3.9711,2.6600,0.8848,0.5992,0.5450,0.7239,0.5829,0.5994,0.3686,0.3950,0.0000,-0.0006,0.2656,0.1418,-0.0565,-0.0918,-0.0854,0.1431,0.0657,0.0000
0.0740,0.6198,0.4319,0.2796,2.9994,3.9713,2.6601,0.8848,0.5992,0.5450,0.7239,0.5828,0.5994,0.3686,0.3950,0.0000,-0.0006,0.2660,0.1422,-0.0564,-0.0917,-0.0853,0.1435,0.0660,0.0000
0.0750,0.6192,0.4322,0.2799,2.9995,3.9714,2.6602,0.8848,0.5992,0.5450,0.7239,0.5828,0.5994,0.3685,0.3950,0.0000,-0.0005,0.2665,0.1427,-0.0563,-0.0915,-0.0851,0.1439,0.0664,0.0000
0.0760,0.6185,0.4325,0.2802,2.9996,3.9716,2.6603,0.8848,0.5992,0.5450,0.7239,0.5828,0.5994,0.3685,0.3950,0.0000,-0.0005,0.2670,0.1432,-0.0561,-0.0913,-0.0849,0.1443,0.0668,0.0000
0.0770,0.6179,0.4328,0.2805,2.9996,3.9717,2.6604,0.8848,0.5992,0.5450,0.7238,0.5828,0.5994,0.3685,0.3950,0.0000,-0.0004,0.2676,0.1437,-0.0560,-0.0911,-0.0847,0.1448,0.0673,0.0000
0.0780,0.6172,0.4332,0.2809,2.9997,3.9719,2.6605,0.8847,0.5992,0.5450,0.7238,0.5828,0.5993,0.3685,0.3950,0.0000,-0.0004,0.2682,0.1442,-0.0559,-0.0909,-0.0845,0.1453,0.0677,0.0000
0.0790,0.6164,0.4335,0.2812,2.9998,3.9720,2.6606,0.8847,0.5991,0.5450,0.7238,0.5827,0.5993,0.3685,0.3950,0.0000,-0.0003,0.2688,0.1448,-0.0558,-0.0907,-0.0843,0.1458,0.0682,0.0000
